Rank,English_Meaning,Word,Languages_Found,Count
2492,narrow,estreito,"gl,pt",2
2493,ethnic,étnico,"es,gl,pt",3
2494,scholar,savant,"fr,ro",2
2495,edition,edición,"es,gl",2
2496,abandon,abandon,"en,ro",2
2496,abandon,abandonar,"ca,es,gl",3
2497,practical,práctico,"es,gl",2
2498,infection,infection,"en,fr",2
2498,infection,infección,"es,gl",2
2499,musical,musical,"ca,en,es,fr,gl,pt",6
2500,suggestion,suggestion,"en,fr",2
2501,resistance,resistencia,"es,gl",2
2502,smoke,fum,"ca,ro",2
2503,prince,prince,"en,fr",2
2503,prince,Príncipe,"es,gl",2
2503,prince,Principe,"it,pt",2
2504,illness,maladie,"fr,ro",2
2505,embrace,abraçar,"ca,pt",2
2506,trade,comercio,"es,gl",2
2507,republic,república,"es,gl,pt",3
2508,volunteer,voluntario,"es,gl",2
2510,general,general,"ca,en,es,ro",4
2513,opposite,oposto,"gl,pt",2
2515,switch,cambiar,"es,gl",2
2516,black,negro,"es,gl",2
2517,iraqi,iraquí,"es,gl",2
2518,iron,ferro,"ca,gl,it,pt",4
2519,perceive,percibir,"es,gl",2
2520,fundamental,fundamental,"en,es,gl,pt,ro",5
2521,phrase,phrase,"en,fr",2
2521,phrase,frase,"ca,es,gl,it,pt",5
2522,assumption,suposición,"es,gl",2
2524,designer,designer,"en,fr,pt",3
2525,planning,planificación,"es,gl",2
2527,mode,mode,"ca,en,fr",3
2527,mode,modo,"es,gl,pt",3
2528,track,pista,"ca,es,gl",3
2529,respect,respect,"en,ro",2
2531,occasion,occasion,"en,fr",2
2531,occasion,ocasión,"es,gl",2
2532,pose,pose,"en,es,fr,gl,pt",5
2533,approximately,aproximadamente,"es,gl,pt",3
2536,festival,festival,"en,es,gl,pt,ro",5
2536,festival,Festival,"ca,fr,it",3
2537,cap,cap,"ca,en,gl",3
2538,secure,seguro,"es,gl,pt",3
2539,attach,adjuntar,"ca,es",2
2540,mechanism,mecanismo,"es,gl,pt",3
2541,intention,intention,"en,fr",2
2541,intention,intención,"es,gl",2
2542,scenario,scenario,"en,it",2
2543,yell,gritar,"es,pt",2
2545,spanish,español,"es,gl",2
2546,strongly,fortemente,"gl,it,pt",3
2547,racial,racial,"ca,en,es,fr,gl,pt",6
2548,transportation,transporte,"es,gl,pt",3
2548,transportation,transport,"ca,fr,ro",3
2549,pot,pot,"en,fr",2
2551,consideration,consideración,"es,gl",2
2552,prior,anterior,"ca,ro",2
2554,rarely,raramente,"gl,it,pt",3
2557,preserve,preservar,"ca,es,pt",3
2557,preserve,conserva,"it,ro",2
2558,enormous,enorme,"ca,es,gl,it,pt",5
2559,cigarette,cigarette,"en,fr",2
2559,cigarette,cigarro,"gl,pt",2
2560,factory,fábrica,"es,gl,pt",3
2561,valuable,valioso,"es,gl",2
2562,clip,clip,"ca,en,gl,it",4
2563,electric,electric,"en,ro",2
2563,electric,eléctrico,"es,gl",2
2564,giant,gigante,"es,it,pt",3
2565,slave,escravo,"gl,pt",2
2566,submit,enviar,"gl,pt",2
2567,effectively,efectivamente,"es,gl",2
2568,christian,cristiano,"es,it",2
2569,monitor,monitor,"ca,en,es,gl,pt,ro",6
2571,resolve,resolver,"es,gl,pt",3
2572,remaining,restante,"es,gl",2
2572,remaining,restant,"ca,fr",2
2573,participation,participation,"en,fr",2
2573,participation,participación,"es,gl",2
2576,origin,origen,"ca,es",2
2576,origin,origine,"fr,it,ro",3
2577,teen,adolescente,"es,gl,pt",3
2577,teen,adolescent,"ca,fr,ro",3
2578,particular,particular,"ca,en,gl",3
2578,particular,especial,"es,pt",2
2579,congressional,congressional,"en,pt",2
2582,tower,torre,"ca,es,gl,pt",4
2583,license,licenza,"gl,it",2
2584,twitter,twitter,"ca,en,gl,it",4
2584,twitter,Twitter,"fr,pt",2
2586,innocent,innocent,"ca,en,fr",3
2586,innocent,inocente,"es,gl,pt",3
2587,curriculum,curriculum,"en,it,ro",3
2587,curriculum,currículo,"gl,pt",2
2588,mail,correo,"es,gl",2
2591,investigator,investigador,"ca,es,gl,pt",4
2592,virus,virus,"ca,en,es,fr,gl,it,ro",7
2594,accurate,preciso,"es,gl,pt",3
2597,communicate,comunicar,"es,pt",2
2599,vary,variar,"ca,es,gl,pt",4
2600,jacket,chaqueta,"es,gl",2
2601,increasing,aumentando,"gl,pt",2
2602,green,verde,"es,gl,it,pt,ro",5
2603,equally,igualmente,"es,gl,pt",3
2604,pay,pagar,"ca,es,gl,pt",4
2605,in,in,"en,it",2
2605,in,en,"ca,es,gl",3
2607,implication,implication,"en,fr",2
2607,implication,implicación,"es,gl",2
2608,fiction,fiction,"en,fr",2
2608,fiction,ficción,"es,gl",2
2609,protest,protest,"en,ro",2
2609,protest,protesta,"ca,es,gl,it",4
2610,mama,mama,"ca,en,ro",3
2610,mama,mamá,"es,gl",2
2611,imply,implicar,"ca,es,gl",3
2613,pant,pantalón,"es,gl",2
2614,another,outro,"gl,pt",2
2616,bend,dobrar,"gl,pt",2
2617,shock,shock,"en,it",2
2617,shock,choque,"gl,pt",2
2620,arab,arab,"en,ro",2
2620,arab,árabe,"es,gl,pt",3
2621,dirty,sucio,"es,gl",2
2622,ring,anel,"gl,pt",2
2624,potentially,potencialmente,"es,gl,pt",3
2625,assault,asalto,"es,gl",2
2625,assault,assalto,"it,pt",2
2626,peak,pico,"gl,pt",2
2629,dramatic,dramatic,"en,ro",2
2629,dramatic,dramático,"es,gl,pt",3
2632,math,math,"en,fr",2
2632,math,matematica,"it,ro",2
2633,slide,diapositiva,"es,gl,it",3
2634,favor,favor,"ca,en,es,gl",4
2635,pink,rosa,"ca,gl,it",3
2637,aunt,tía,"es,gl",2
2637,aunt,tia,"ca,pt",2
2638,lost,perdido,"gl,pt",2
2639,prospect,perspectiva,"ca,es,gl,pt",4
2641,mm-hmm,mm-hmm,"ca,en,es,fr,gl,it,pt,ro",8
2644,justify,justificar,"ca,es,pt",3
2645,depth,profundidade,"gl,pt",2
2646,juice,suc,"ca,ro",2
2647,formal,formal,"ca,en,es,pt,ro",5
2648,virtually,virtualmente,"es,gl,it,pt",4
2649,gallery,galería,"es,gl",2
2649,gallery,Galerie,"fr,ro",2
2649,gallery,galeria,"ca,pt",2
2650,tension,tension,"en,fr",2
2650,tension,tensión,"es,gl",2
2651,throat,garganta,"es,pt",2
2651,throat,gola,"ca,it",2
2653,reputation,reputación,"es,gl",2
2654,index,index,"en,ro",2
2654,index,índice,"es,gl,pt",3
2654,index,indice,"fr,it",2
2655,normally,normalmente,"es,it,pt",3
2657,joy,alegría,"es,gl",2
2659,motor,motor,"ca,en,es,gl,pt,ro",6
2660,enterprise,empresa,"ca,es,gl",3
2663,giant,gigante,"es,it,pt",3
2664,cousin,prima,"es,pt",2
2665,ordinary,ordinario,"es,gl,it",3
2668,evolution,evolución,"es,gl",2
2670,helpful,utile,"fr,it",2
2670,helpful,útil,"ca,gl,pt",3
2671,competitive,competitivo,"es,gl,it,pt",4
2672,lovely,encantador,"ca,es,gl",3
2673,fishing,pesca,"es,gl,it",3
2674,anxiety,ansiedade,"gl,pt",2
2675,professional,professional,"ca,en",2
2675,professional,profesional,"es,gl,ro",3
2676,carbon,carbon,"en,ro",2
2676,carbon,carbono,"gl,pt",2
2677,essay,ensaio,"gl,pt",2
2678,islamic,islámico,"es,gl",2
2679,honor,honor,"ca,en,es",3
2679,honor,honra,"gl,pt",2
2680,drama,drama,"ca,en,es,pt",4
2682,evil,mal,"es,fr,gl,pt",4
2684,belt,cinto,"gl,pt",2
2685,urge,impulso,"es,pt",2
2686,toss,tirar,"ca,gl",2
2687,fifth,quinto,"es,gl,it,pt",4
2688,formula,formula,"en,it",2
2688,formula,fórmula,"ca,es,gl",3
2690,monster,monstre,"ca,fr",2
2690,monster,monstro,"gl,pt",2
2691,smoke,fum,"ca,ro",2
2692,telephone,teléfono,"es,gl",2
2693,rape,violación,"es,gl",2
2694,palm,palma,"es,gl,it",3
2695,jet,jet,"ca,en,fr",3
2695,jet,chorro,"es,gl",2
2696,navy,marina,"ca,ro",2
2699,angle,angle,"ca,en,fr",3
2699,angle,ángulo,"es,gl",2
2700,criticize,criticar,"ca,es,gl,pt",4
2701,prisoner,prisioneiro,"gl,pt",2
2702,discipline,disciplina,"ca,es,gl,it,pt,ro",6
2703,negotiation,negociación,"es,gl",2
2705,butter,manteiga,"gl,pt",2
2706,desert,desert,"ca,en",2
2706,desert,deserto,"gl,it,pt",3
2707,complicated,complicado,"gl,pt",2
2707,complicated,complicat,"ca,ro",2
2708,prize,premio,"es,gl,it",3
2709,blind,cego,"gl,pt",2
2710,assign,asignar,"es,gl",2
2711,bullet,bala,"ca,es,gl,pt",4
2713,sequence,secuencia,"es,gl",2
2714,illustrate,ilustrar,"es,gl,pt",3
2715,drop,soltar,"es,gl",2
2716,pack,pack,"en,fr",2
2716,pack,paquete,"es,gl",2
2719,minor,minor,"en,ro",2
2719,minor,menor,"ca,es,gl,pt",4
2720,activist,activist,"en,ro",2
2720,activist,activista,"ca,es,gl",3
2721,poem,poem,"en,ro",2
2721,poem,poema,"ca,es,gl,pt",4
2722,vacation,vacances,"ca,fr",2
2723,weigh,pesar,"ca,es,gl,pt",4
2724,gang,gang,"en,fr",2
2724,gang,pandilla,"es,gl",2
2725,privacy,privacy,"en,it",2
2725,privacy,privacidade,"gl,pt",2
2728,penalty,pena,"it,pt",2
2729,stomach,estómago,"es,gl",2
2730,concert,concert,"ca,en,fr,ro",4
2730,concert,concerto,"gl,it",2
2731,originally,originalmente,"es,pt",2
2733,electronic,electronic,"en,ro",2
2733,electronic,electrónico,"es,gl",2
2735,bureau,bureau,"en,fr",2
2735,bureau,oficina,"ca,es,gl",3
2736,wolf,Lobo,"es,pt",2
2738,classic,clásico,"es,gl",2
2739,recommendation,recomendación,"es,gl",2
2741,maker,fabricante,"es,gl",2
2741,maker,fabricant,"ca,fr",2
2742,dear,querido,"es,gl,pt",3
2743,impression,impression,"en,fr",2
2743,impression,impresión,"es,gl",2
2744,broken,roto,"es,gl",2
2745,battery,batería,"es,gl",2
2746,narrative,narrativa,"ca,es,gl,it,pt",5
2747,process,proceso,"es,gl",2
2748,arise,surgir,"fr,pt",2
2750,sake,sake,"ca,en,gl",3
2750,sake,interesse,"it,pt",2
2751,delivery,entrega,"es,gl",2
2752,forgive,perdonar,"ca,es",2
2752,forgive,perdoar,"gl,pt",2
2753,visible,visible,"ca,en,es,fr,gl",5
2755,junior,junior,"en,fr,gl,it",4
2755,junior,júnior,"ca,es,pt",3
2756,rep,rep,"ca,en,gl",3
2757,diversity,diversidade,"gl,pt",2
2758,string,corda,"ca,gl,it,pt",4
2760,latter,último,"es,gl,pt",3
2762,deputy,deputado,"gl,pt",2
2763,restore,restaurar,"ca,es,gl,pt",4
2765,psychological,psicológico,"es,pt",2
2767,intense,intense,"en,fr",2
2767,intense,intenso,"es,gl,it,pt",4
2767,intense,intens,"ca,ro",2
2768,friendly,amigable,"ca,gl",2
2769,evil,mal,"es,fr,gl,pt",4
2770,lane,carril,"ca,es,gl",3
2773,sauce,sauce,"en,fr",2
2773,sauce,salsa,"ca,es,gl,it",4
2774,print,imprimir,"ca,gl,pt",3
2775,dominate,dominar,"ca,es,gl,pt",4
2777,trick,truco,"es,gl",2
2777,trick,truc,"ca,ro",2
2778,fantasy,fantasía,"es,gl",2
2778,fantasy,fantasia,"ca,it,pt",3
2779,absence,absence,"en,fr",2
2779,absence,ausencia,"es,gl",2
2780,offensive,offensive,"en,fr",2
2780,offensive,ofensiva,"es,pt",2
2781,symbol,símbolo,"es,gl,pt",3
2783,detect,detectar,"ca,es,gl,pt",4
2785,construct,construir,"ca,es,pt",3
2786,hmm,hmm,"ca,en,gl,ro",4
2786,hmm,Hmm,"fr,it",2
2787,arrest,arresto,"gl,it",2
2788,approval,aprobación,"es,gl",2
2791,defensive,defensivo,"es,gl",2
2792,independence,independencia,"es,gl",2
2794,top,top,"en,ro",2
2795,asian,asiático,"es,gl",2
2796,rose,Rosa,"es,pt",2
2796,rose,rosa,"ca,gl,it",3
2797,ghost,fantasma,"ca,es,it,pt",4
2799,permanent,permanent,"ca,en,fr,ro",4
2799,permanent,permanente,"es,gl,it,pt",4
2802,mouse,mouse,"en,pt,ro",3
2804,founder,fundador,"ca,es,gl,pt",4
2805,objective,objetivo,"es,pt",2
2807,alternative,alternative,"en,fr",2
2807,alternative,alternativa,"ca,es,gl,it",4
2808,phenomenon,fenómeno,"es,gl",2
2808,phenomenon,fenomen,"ca,ro",2
2809,evolve,evolucionar,"ca,es,gl",3
2810,not,no,"ca,es",2
2810,not,non,"gl,it",2
2811,exact,exact,"en,fr",2
2811,exact,exacto,"es,gl",2
2812,silver,plata,"ca,es",2
2812,silver,prata,"gl,pt",2
2813,cent,cent,"ca,en,fr,ro",4
2813,cent,centavo,"es,gl,pt",3
2814,universal,universal,"ca,en,es,gl,pt,ro",6
2815,teenager,adolescente,"es,gl,it,pt",4
2815,teenager,adolescent,"ca,fr,ro",3
2816,crucial,crucial,"ca,en,es,fr,gl,pt,ro",7
2817,viewer,espectador,"ca,es,gl",3
2819,ridiculous,ridículo,"es,gl,pt",3
2820,chocolate,chocolate,"en,es,gl,pt",4
2821,sensitive,sensible,"ca,fr",2
2822,bottom,fondo,"es,gl",2
2824,missile,missile,"en,fr,it",3
2824,missile,míssil,"ca,pt",2
2825,roughly,aproximadamente,"es,gl,pt",3
2826,constitutional,constitucional,"ca,es,gl,pt",4
2827,adventure,aventura,"ca,gl,pt",3
2828,genetic,genetic,"en,ro",2
2828,genetic,genético,"es,pt",2
2829,advance,avance,"es,fr",2
2829,advance,avançar,"ca,pt",2
2830,related,relacionado,"es,pt",2
2832,ultimate,último,"es,gl",2
2832,ultimate,final,"pt,ro",2
2833,manufacturer,fabricante,"es,gl,pt",3
2833,manufacturer,fabricant,"ca,fr",2
2835,wipe,limpar,"gl,pt",2
2837,survival,supervivencia,"es,gl",2
2839,dimension,dimension,"en,fr",2
2839,dimension,dimensión,"es,gl",2
2840,resist,resistir,"ca,es,gl,pt",4
2842,roll,rolar,"gl,pt",2
2843,shape,forma,"ca,es,gl,it,pt",5
2845,guarantee,garantia,"ca,pt",2
2846,historic,histórico,"es,gl,pt",3
2847,educator,educator,"en,ro",2
2847,educator,educador,"ca,es,gl,pt",4
2849,personnel,personnel,"en,fr",2
2849,personnel,personal,"ca,es,ro",3
2852,terrorist,terrorista,"ca,es,gl,it,pt",5
2853,royal,real,"es,pt",2
2854,elite,elite,"en,gl,it,pt",4
2854,elite,élite,"es,fr",2
2855,occupy,ocupar,"ca,es,gl,pt",4
2856,emphasis,accent,"fr,ro",2
2858,destruction,destruction,"en,fr",2
2859,raw,crudo,"es,it",2
2859,raw,cru,"fr,gl,pt",3
2860,inner,interno,"es,it,pt",3
2860,inner,interior,"ca,gl,ro",3
2861,proceed,Continuar,"es,pt",2
2862,violate,violar,"ca,es,gl,pt",4
2863,chart,gráfico,"es,gl,pt",3
2864,pace,ritmo,"es,it,pt",3
2866,champion,champion,"en,fr",2
2867,snap,snap,"en,ro",2
2868,suspect,suspect,"en,fr,ro",3
2869,advise,aconsellar,"ca,gl",2
2870,initially,inicialmente,"es,gl,pt",3
2871,advanced,avanzado,"es,gl",2
2872,unlikely,improbable,"es,gl",2
2873,barrier,barrera,"ca,es",2
2873,barrier,barreira,"gl,pt",2
2874,advocate,avocat,"fr,ro",2
2875,label,etiqueta,"ca,es,gl,pt",4
2876,access,acceso,"es,gl",2
2877,horrible,horrible,"ca,en,es,fr,gl",5
2878,burden,carga,"es,gl",2
2879,violation,violation,"en,fr",2
2879,violation,violación,"es,gl",2
2881,idiot,idiot,"en,fr,ro",3
2881,idiot,idiota,"ca,es,gl,it,pt",5
2884,fund,fondo,"es,gl",2
2885,ongoing,en curso,"es,gl",2
2886,react,reaccionar,"ca,es,gl",3
2887,routine,routine,"en,fr,it",3
2887,routine,rutina,"ca,es,gl",3
2888,presentation,presentación,"es,gl",2
2891,photograph,fotografía,"es,gl",2
2891,photograph,fotografia,"ca,it,pt",3
2892,mexican,mexican,"en,ro",2
2892,mexican,mexicano,"es,gl,pt",3
2893,stadium,estadio,"es,gl",2
2894,translate,traducir,"es,gl",2
2895,mortgage,hipoteca,"ca,es,gl,pt",4
2896,sheriff,xerife,"gl,pt",2
2897,clinic,clínica,"ca,es,gl,pt",4
2897,clinic,clinica,"it,ro",2
2898,spin,girar,"ca,es",2
2899,coalition,coalition,"en,fr",2
2899,coalition,coalición,"es,gl",2
2900,naturally,naturalmente,"es,gl,it,pt",4
2903,menu,menu,"en,fr",2
2903,menu,menú,"ca,es,gl",3
2904,smooth,suave,"es,gl,pt",3
2905,advertising,publicidade,"gl,pt",2
2906,interpret,interpretar,"ca,es,gl,pt",4
2907,plant,planta,"ca,es,gl",3
2908,dismiss,despedir,"es,gl",2
2909,muslim,musulmán,"es,gl",2
2909,muslim,musulman,"fr,ro",2
2910,apparent,apparent,"en,fr",2
2910,apparent,aparente,"es,gl,pt",3
2910,apparent,aparent,"ca,ro",2
2911,arrangement,arrangement,"en,fr",2
2912,incorporate,incorporar,"ca,es,gl,pt",4
2913,split,dividir,"ca,pt",2
2914,brilliant,brillante,"es,gl,it",3
2914,brilliant,brillant,"ca,fr",2
2917,honestly,honestamente,"es,pt",2
2918,chase,perseguir,"es,pt",2
2919,sigh,suspirar,"gl,pt",2
2920,assure,asegurar,"es,gl",2
2920,assure,assegurar,"ca,pt",2
2922,taste,gusto,"gl,it",2
2922,taste,gust,"ca,ro",2
2923,aggressive,agresivo,"es,gl",2
2925,terror,terror,"ca,en,es,gl,pt",5
2926,free,gratuit,"fr,ro",2
2927,worth,valor,"es,pt",2
2929,update,actualizar,"es,gl",2
2930,forum,forum,"en,fr,ro",3
2930,forum,foro,"es,gl",2
2931,alliance,aliança,"ca,pt",2
2933,empire,imperio,"es,gl",2
2934,curious,curioso,"es,gl,it,pt",4
2937,calculate,calcular,"ca,es,gl,pt",4
2938,hurry,pressa,"ca,pt",2
2940,elementary,elemental,"ca,es,gl",3
2940,elementary,elementar,"pt,ro",2
2941,transfer,transfer,"en,ro",2
2941,transfer,transferir,"es,pt",2
2942,stake,estaca,"ca,gl,pt",3
2943,precisely,precisamente,"es,gl,it,pt",4
2944,bite,morder,"es,gl,pt",3
2945,given,dado,"es,gl,pt",3
2946,substantial,substancial,"ca,gl,pt",3
2947,depending,dependendo,"gl,pt",2
2948,glance,mirada,"ca,es",2
2949,tissue,tecido,"gl,pt",2
2950,concentration,concentration,"en,fr",2
2950,concentration,concentración,"es,gl",2
2951,developer,desenvolvedor,"gl,pt",2
2954,consume,consumir,"ca,es,gl,pt",4
2955,overcome,superar,"ca,es,gl,pt",4
2956,biological,biológico,"es,pt",2
2957,chamber,cámara,"es,gl",2
2962,tiger,tigre,"ca,fr,gl,it,pt",5
2963,ratio,proporción,"es,gl",2
2964,lover,amante,"es,gl,it,pt",4
2964,lover,amant,"ca,ro",2
2965,expansion,expansion,"en,fr",2
2965,expansion,expansión,"es,gl",2
2966,encounter,encontro,"gl,pt",2
2967,occasionally,ocasionalmente,"gl,pt",2
2968,unemployment,desemprego,"gl,pt",2
2969,pet,mascota,"ca,es,gl",3
2970,awful,horrible,"ca,es,gl",3
2971,laboratory,laboratorio,"es,gl,it",3
2972,administrator,administrator,"en,ro",2
2972,administrator,administrador,"ca,es,gl,pt",4
2973,wind,vent,"ca,fr",2
2973,wind,vento,"gl,it,pt",3
2974,quarterback,quarterback,"ca,en,gl,it,pt",5
2975,rocket,foguete,"gl,pt",2
2976,preparation,preparación,"es,gl",2
2977,relative,relativo,"es,pt",2
2979,strategic,strategic,"en,ro",2
2979,strategic,estratégico,"es,pt",2
2981,quote,cita,"es,gl",2
2981,quote,citar,"ca,pt",2
2982,publisher,editor,"ca,es,pt,ro",4
2983,innovation,innovation,"en,fr",2
2983,innovation,innovación,"es,gl",2
2984,highlight,destacar,"es,gl",2
2987,rank,rango,"es,gl,it",3
2987,rank,rang,"ca,fr,ro",3
2990,fortune,fortune,"en,fr",2
2990,fortune,fortuna,"ca,es,gl,it,pt",5
2991,freeze,congelar,"ca,es,pt",3
2992,variation,variation,"en,fr",2
2992,variation,variación,"es,gl",2
2993,armed,armado,"es,gl,pt",3
2993,armed,armat,"ca,ro",2
2994,negotiate,negociar,"ca,es,gl,pt",4
2997,correspondent,corresponsal,"ca,es",2
2997,correspondent,correspondente,"gl,pt",2
3000,assistant,assistant,"en,fr",2
3000,assistant,asistente,"es,gl",2
3000,assistant,assistente,"it,pt",2
3001,retain,conservar,"es,gl",2
3002,tomato,tomate,"es,fr,gl,pt",4
3003,indian,indian,"en,ro",2
3003,indian,indio,"es,gl",2
3003,indian,indiano,"it,pt",2
3005,ingredient,ingredient,"ca,en,ro",3
3005,ingredient,ingrediente,"es,gl,it,pt",4
3007,galaxy,galaxia,"es,gl",2
3007,galaxy,galaxie,"fr,ro",2
3008,qualify,qualificar,"ca,pt",2
3009,scheme,esquema,"ca,es,gl,pt",4
3010,gop,gop,"ca,en,es,fr,gl,it,ro",7
3012,concentrate,concentrado,"es,pt",2
3013,contest,concurso,"es,gl,pt",3
3013,contest,concurs,"ca,ro",2
3014,introduction,introduction,"en,fr",2
3016,tube,tube,"en,fr",2
3016,tube,tubo,"es,gl,it,pt",4
3016,tube,tub,"ca,ro",2
3017,versus,versus,"en,es",2
3017,versus,contra,"ca,gl,pt,ro",4
3018,chef,chef,"en,fr,gl,it",4
3019,regularly,regularmente,"es,gl,pt",3
3020,ugly,feo,"es,gl",2
3021,screw,parafuso,"gl,pt",2
3022,load,carga,"es,pt",2
3023,tongue,lingua,"gl,it",2
3024,palestinian,palestinian,"en,ro",2
3024,palestinian,palestino,"es,gl,pt",3
3025,fiscal,fiscal,"ca,en,es,fr,gl,pt,ro",7
3028,accompany,acompañar,"es,gl",2
3030,terrorism,terrorismo,"es,gl,it,pt",4
3030,terrorism,terrorisme,"ca,fr",2
3031,respondent,respondent,"en,ro",2
3032,narrator,narrador,"ca,es,gl,pt",4
3033,voting,votación,"es,gl",2
3034,refugee,refugiado,"es,pt",2
3034,refugee,refugiat,"ca,ro",2
3036,fraud,fraude,"es,fr,gl,pt",4
3037,limitation,limitation,"en,fr",2
3037,limitation,limitación,"es,gl",2
3038,house,casa,"ca,es,gl,ro",4
3041,crash,crash,"en,fr",2
3042,surprise,sorpresa,"ca,es,gl,it",4
3043,representation,representación,"es,gl",2
3044,hold,aguantar,"ca,gl",2
3045,ministry,ministerio,"es,gl",2
3046,flat,plano,"es,pt",2
3046,flat,plana,"ca,gl",2
3047,wise,sabio,"es,gl",2
3049,excuse,excuse,"en,fr",2
3049,excuse,excusa,"ca,es",2
3051,comedy,comedia,"es,gl",2
3052,purchase,compra,"ca,es,gl",3
3054,infrastructure,infraestructura,"ca,es",2
3055,organic,organic,"en,ro",2
3055,organic,orgánico,"es,gl",2
3056,islam,islam,"ca,en,es,gl,ro",5
3056,islam,Islam,"fr,it",2
3057,diverse,diverse,"en,fr,ro",3
3057,diverse,diverso,"es,pt",2
3058,favor,favor,"ca,en,es,gl",4
3059,intellectual,intelectual,"es,gl,pt,ro",4
3061,port,port,"ca,en,ro",3
3061,port,porta,"it,pt",2
3062,fate,destino,"es,gl,it,pt",4
3063,market,mercado,"es,gl,pt",3
3064,absolute,absoluto,"es,gl,pt",3
3064,absolute,absolut,"ca,ro",2
3065,dialogue,dialogue,"en,fr",2
3065,dialogue,diálogo,"es,gl,pt",3
3066,plus,plus,"en,fr,ro",3
3067,frequency,frecuencia,"es,gl",2
3068,tribe,tribu,"ca,es,fr",3
3068,tribe,tribo,"gl,pt",2
3069,external,externo,"es,gl,pt",3
3069,external,extern,"ca,ro",2
3070,appointment,cita,"ca,es,gl",3
3071,convert,convertir,"ca,es,fr",3
3071,convert,converter,"gl,pt",2
3072,surprising,sorprendente,"es,gl,it",3
3073,mobile,mobile,"en,fr,it",3
3075,worried,preocupado,"es,gl,pt",3
3077,shopping,shopping,"en,it",2
3077,shopping,compras,"es,gl",2
3078,celebrity,celebridade,"gl,pt",2
3079,congressman,congresista,"es,gl",2
3080,impress,impresionar,"es,gl",2
3080,impress,impressionar,"ca,pt",2
3082,adapt,adaptar,"ca,es,gl,pt",4
3083,publicly,publicamente,"gl,pt",2
3084,pride,orgullo,"es,gl",2
3086,rapidly,rapidamente,"gl,it,pt",3
3087,domain,dominio,"es,gl,it",3
3088,mainly,principalmente,"es,gl,it,pt",4
3090,alter,alterar,"ca,es,gl,pt",4
3091,shelter,abrigo,"es,gl,pt",3
3092,random,aleatorio,"es,gl",2
3093,obligation,obligation,"en,fr",2
3094,shower,ducha,"es,gl",2
3095,beg,suplicar,"ca,gl",2
3096,asleep,adormit,"ca,ro",2
3097,musician,músico,"es,gl,pt",3
3098,extraordinary,extraordinario,"es,gl",2
3100,pc,pc,"ca,en,gl,it,pt,ro",6
3101,bell,campana,"es,it",2
3102,smell,cheiro,"gl,pt",2
3104,ceremony,cerimonia,"gl,it",2
3105,clue,pista,"ca,es,gl",3
3106,guideline,pauta,"ca,gl",2
3107,comfort,comfort,"en,it",2
3107,comfort,confort,"fr,gl,ro",3
3108,near,cerca,"es,gl",2
3110,borrow,pedir prestado,"es,gl",2
3111,conventional,convencional,"ca,es,gl,pt",4
3112,tourist,turista,"es,it,pt",3
3113,incentive,incentivo,"es,gl,it,pt",4
3114,custom,costume,"gl,it",2
3116,tournament,torneo,"es,gl,it",3
3117,double,double,"en,fr",2
3117,double,doble,"ca,es",2
3118,satellite,satélite,"es,gl,pt",3
3120,comprehensive,integral,"ca,gl",2
3121,stable,stable,"en,fr",2
3121,stable,estable,"ca,es,gl",3
3122,medication,medicamento,"es,pt",2
3124,educate,educar,"ca,es,gl,pt",4
3125,efficient,eficiente,"es,gl,pt",3
3125,efficient,eficient,"ca,ro",2
3126,risk,risco,"gl,pt",2
3126,risk,risc,"ca,ro",2
3128,scare,susto,"es,gl,pt",3
3129,psychology,psicologia,"it,pt",2
3130,logic,lógica,"es,pt",2
3131,economics,economia,"ca,it,pt",3
3132,update,actualizar,"es,gl",2
3134,devil,diable,"ca,fr",2
3135,thirty,trenta,"ca,it",2
3135,thirty,trinta,"gl,pt",2
3136,beat,bater,"gl,pt",2
3137,charity,caridade,"gl,pt",2
3138,fiber,fibra,"ca,es,gl,it,pt",5
3139,wave,onda,"gl,it",2
3140,ideal,ideal,"ca,en,es,gl,pt,ro",6
3141,friendship,amizade,"gl,pt",2
3142,net,net,"ca,en,ro",3
3143,motivation,motivation,"en,fr",2
3143,motivation,motivación,"es,gl",2
3144,differently,diferentemente,"es,pt",2
3145,reserve,reserva,"ca,es,gl,pt",4
3146,observer,observador,"ca,es,gl,pt",4
3147,humanity,humanidade,"gl,pt",2
3150,quietly,en silencio,"es,gl",2
3151,humor,humor,"ca,en,es,gl,pt",5
3152,major,major,"ca,en,ro",3
3152,major,maior,"gl,pt",2
3153,funeral,funeral,"ca,en,es,gl,pt",5
3154,spokesman,portavoz,"es,gl",2
3155,extension,extension,"en,fr",2
3155,extension,extensión,"es,gl",2
3156,loose,solto,"gl,pt",2
3158,historian,historiador,"ca,es,gl,pt",4
3159,ruin,ruina,"es,ro",2
3159,ruin,ruína,"gl,pt",2
3160,balance,equilibrio,"es,gl",2
3161,chemical,químico,"es,pt",2
3161,chemical,química,"ca,gl",2
3162,singer,cantante,"es,gl,it",3
3163,drunk,borracho,"es,gl",2
3164,swim,nadar,"es,gl,pt",3
3165,onion,cebola,"gl,pt",2
3166,specialist,specialist,"en,ro",2
3166,specialist,especialista,"ca,es,gl,pt",4
3167,missing,desaparecido,"es,gl",2
3168,white,blanc,"ca,fr",2
3170,distribute,distribuir,"es,pt",2
